episode,total_steps,fault_type,phase,is_clean,R_yield,R_ane,R_water_eff,ep_len,critic_loss
1971,314935,clean,0,1,0.6617,-0.9401,-1.0,165,0.000222
1972,315089,clean,0,1,0.9699,-0.9218,-1.0,154,0.000165
1973,315253,clean,0,1,0.5662,-0.9331,-1.0,164,0.000418
1974,315415,clean,0,1,0.929,-0.911,-1.0,162,0.000758
1975,315576,clean,0,1,-0.8347,-1.0,-1.0,161,0.000176
1976,315734,clean,0,1,1.0,-0.9109,-1.0,158,0.000245
1977,315898,clean,0,1,0.9381,-0.9176,-1.0,164,0.000801
1978,316053,clean,0,1,0.723,-0.9149,-1.0,155,0.000647
1979,316211,clean,0,1,0.7984,-0.8917,-1.0,158,0.000323
1980,316373,clean,0,1,0.8991,-0.854,-1.0,162,0.000118
1981,316535,clean,0,1,1.0,-0.7822,-1.0,162,0.000242
1982,316696,clean,0,1,1.0,-0.9278,-1.0,161,0.000172
1983,316862,clean,0,1,0.9231,-0.9248,-1.0,166,0.000236
1984,317022,clean,0,1,0.8323,-0.92,-1.0,160,0.000391
1985,317188,clean,0,1,0.8351,-0.9295,-1.0,166,0.000173
1986,317352,clean,0,1,-0.7479,-1.0,-1.0,164,0.000101
1987,317516,clean,0,1,1.0,-0.8989,-1.0,164,0.000103
1988,317679,clean,0,1,0.7559,-0.7928,-1.0,163,0.000123
1989,317842,clean,0,1,1.0,-0.9075,-0.6995,163,8.6e-05
1990,317999,clean,0,1,1.0,-0.9028,-1.0,157,5.9e-05
1991,318160,clean,0,1,0.1709,-0.9443,0.2164,161,0.000636
1992,318320,clean,0,1,1.0,-0.9068,-1.0,160,0.00059
1993,318481,clean,0,1,0.8312,-0.8656,-1.0,161,0.000237
1994,318638,clean,0,1,0.6565,-0.9407,-0.2695,157,0.000196
1995,318797,clean,0,1,1.0,-0.9098,-1.0,159,0.00012
1996,318959,clean,0,1,0.7931,-0.9218,-1.0,162,0.000133
1997,319119,clean,0,1,1.0,-0.8898,-1.0,160,8.7e-05
1998,319279,clean,0,1,0.9372,-0.9256,-1.0,160,8.8e-05
1999,319440,clean,0,1,-0.6047,-0.1908,-1.0,161,0.000125
2000,319593,clean,0,1,0.5699,-0.936,-0.9612,153,0.000388
2001,319753,clean,0,1,0.605,-0.9159,-1.0,160,0.000427
2002,319909,clean,0,1,0.6186,-0.9304,-1.0,156,0.000138
2003,320060,clean,0,1,0.7557,-0.6325,-1.0,151,0.000209
2004,320221,clean,0,1,1.0,-0.9099,-1.0,161,0.000455
2005,320380,clean,0,1,0.6446,-0.9354,-1.0,159,0.000169
2006,320535,clean,0,1,1.0,-0.8721,-1.0,155,0.000614
2007,320693,clean,0,1,0.9556,-0.9111,-0.6656,158,0.000278
2008,320850,clean,0,1,0.8137,-0.9066,-1.0,157,0.000217
2009,321007,clean,0,1,0.7746,-0.8443,-1.0,157,0.000173
2010,321166,clean,0,1,1.0,-0.8722,-1.0,159,0.000296
2011,321324,clean,0,1,1.0,-0.9139,0.2195,158,0.00011
2012,321488,clean,0,1,1.0,-0.9115,-0.4514,164,0.000138
2013,321649,clean,0,1,0.8177,-0.9307,-1.0,161,0.000119
2014,321812,clean,0,1,1.0,-0.9262,-1.0,163,0.000483
2015,321974,clean,0,1,1.0,-0.903,-1.0,162,0.000204
2016,322130,clean,0,1,0.655,-0.8873,-0.6599,156,0.000163
2017,322293,clean,0,1,0.5826,-0.9254,-0.8895,163,0.000674
2018,322454,clean,0,1,0.6479,-0.9204,-0.6769,161,0.000305
2019,322613,clean,0,1,0.7801,-0.9172,-0.1745,159,0.000626
2020,322770,clean,0,1,1.0,-0.9025,-1.0,157,0.000636
2021,322931,clean,0,1,-0.6579,-0.2014,-1.0,161,0.000264
2022,323086,clean,0,1,-0.6952,-1.0,-1.0,155,0.000182
2023,323244,clean,0,1,1.0,-0.8982,-1.0,158,0.000377
2024,323406,clean,0,1,0.5489,-0.923,-1.0,162,0.000259
